Name,Survived
"Krins, Mr. Georges Alexandre",0
"Kutscher (lithman), Mr. Simon",0
"Kvillner, Mr. Johan Henrik Johannesson",0
"Lacey, Mr. Bertie William",0
"Lahoud ishaq mowad, Mr. Sarkis",0
"Lahtinen, Fr. William",0
"Lahtinen, Mrs. Anna Amelia",0
"Lahy, Mr. T. E.",0
"Laitinen, Miss. Kristina Sofia",0
"Lake, Mr. William",0
"Laleff, Mr. Kristo",0
"Lam, Mr. Len",0
"Lamb, Mr. John Joseph",0
"Lane, Mr. Albert Edward",0
"Lane, Mr. Patrick",0
"Laroche, Mr. Joseph Philippe Lemercier",0
"Larsson, Mr. August Viktor",0
"Larsson, Mr. Bengt Edvin",0
"Larsson-rondberg, Mr. Edvard A.",0
"Latimer, Mr. Andrew L",0
"Lawrence, Mr. Arthur",0
"Leader, Mr. Archibald",0
"Lee, Mr. H.",0
"Lefebvre, Master. Henry",0
"Lefebvre, Miss. Ida",0
"Lefebvre, Miss. Jeannie",0
"Lefebvre, Miss. Mathilde",0
"Lefebvre, Mr. Paul Georges",0
"Lefebvre, Mrs. Frances Marie",0
"Leinonen, Mr. Antti Gustaf",0
"Lennon, Mr. Denis",0
"Leonard, Mr. Lionel",0
"Leonard, Mr. Matthew",0
"Lester, Mr. James",0
"Levett, Mr. George Alfred",0
"Lewy, Mr. Ervin G.",0
"Leyson, Mr. Robert William Norman",0
"Lievens, Mr. René Aimé",0
"Light, Mr. Charles Edward",0
"Light, Mr. Christopher William",0
"Light, Mr. W.",0
"Lindahl, Miss. Agda Thorilda Viktoria",0
"Lindblom, Miss. Augusta Charlotta",0
"Lindeberg-lind, Mr. Erik Gustaf",0
"Lindell, Mr. Edvard Bengtsson",0
"Lindell, Mrs. Elin Gerda",0
"Linehan, Mr. Michael",0
"Ling, Mr. Lee",0
"Linhart, Mr. Wenzel",0
"Linnane, Mr. John",0
"Livshin, Mr. David (Abraham Harmer)",0
"Lloyd, Mr. Humphrey",0
"Lloyd, Mr. William",0
"Lobb, Mr. William Arthur",0
"Lobb, Mrs. Cordelia K.",0
"Locke, Mr. A.",0
"Lockyer, Mr. Edward Thomas",0
"Long, Mr. Frank",0
"Long, Mr. Milton Clyde",0
"Long, Mr. William",0
"Longmuir, Mr. John Dickson",0
"Loring, Mr. Joseph Holland",0
"Louch, Mr. Charles Alexander",0
"Lovell, Mr. John",0
"Lovell, Mr. John Hall (""Henry"")",0
"Lundahl, Mr. Johan Svensson",0
"Lydiatt, Mr. Charles",0
"Lymperopoulus, Mr. Panagiotis K.",0
"Lyntakoff, Mr. Stanko",0
"Lyons, Mr. William Henry",0
"Lévy, Mr. René Jacques",0
"Mabey, Mr. John Charles",0
"Mack, Mrs. Mary",0
"Mackay, Mr. George William",0
"Mackie, Mr. George William",0
"Mackie, Mr. William Dickson",0
"Maguire, Mr. John Edward",0
"Mahon, Miss. Bridget Delia",0
"Maisner, Mr. Simon",0
"Major, Mr. Thomas Edgar",0
"Malachard, Mr. Jean-Noël",0
"Mallet, Mr. Albert Denis Pierre",0
"Mangan, Miss. Mary",0
"Mangiavacchi, Mr. Serafino Emilio",0
"Mantle, Mr. Roland Frederick",0
"March, Mr. John Starr",0
"Mardirosian, Mr. Sarkis",0
"Marett, Mr. George John",0
"Marinko, Mr. Dmitri",0
"Markoff, Mr. Marin",0
"Marks, Mr. James",0
"Markun, Mr. Johann",0
"Marriott, Mr. John William",0
"Marsh, Mr. Frederick Charles",0
"Marvin, Mr. Daniel Warner",0
"Maskell, Mr. Leopold Adolphus",0
"Mason, Mr. J.",0
"Matherson, Mr. David",0
"Mathias, Mr. Montague Vincent",0
"Matinoff, Mr. Nicola",0
"Matthews, Mr. William John",0
"Mattmann, Sig.. Adolf",0
"Maxwell, Mr. John",0
"May, Mr. Arthur William",0
"May, Mr. Arthur William",0
"Maybery, Mr. Frank Hubert",0
"Mayo, Mr. William Peter",0
"Maytum, Mr. Alfred",0
"Mcandrew, Mr. Thomas Patrick",0
"Mcandrews, Mr. William",0
"Mccaffry, Mr. Thomas Francis",0
"Mccarthy, Mr. Frederick James",0
"Mccarthy, Mr. Timothy J.",0
"Mccastlan, Mr. W.",0
"Mccawley, Mr. Thomas W.",0
"Mccrae, Mr. Arthur Gordon",0
"Mccrie, Mr. James Matthew",0
"Mcelroy, Mr. Hugh Walter",0
"Mcevoy, Mr. Michael",0
"Mcgarvey, Mr. Edward Joseph",0
"Mcgaw, Mr. Erroll Victor",0
"Mcgowan, Miss. Katherine",0
"Mcgrady, Mr. James",0
"Mcinerney, Mr. Thomas",0
"Mckane, Mr. Peter David",0
"Mcmahon, Mr. Martin",0
"Mcmicken, Mr. Benjamin Tucker",0
"Mcmullin, Mr. John Richard",0
"Mcmurray, Mr. William",0
"Mcnamee, Mr. Neal",0
"Mcnamee, Mrs. Eileen",0
"Mcneill, Miss. Bridget",0
"Mcquillan, Mr. William",0
"Mcrae, Mr. William Alexander",0
"Mcreynolds, Mr. William",0
"Meanwell, Mrs. Marian",0
"Meehon, Mr. John",0
"Meek, Mrs. Annie Louise Rowley",0
"Mellor, Mr. Arthur",0
"Meo (martino), Mr. Alfonzo",0
"Mernagh, Mr. Robert",0
"Meyer, Mr. August",0
"Meyer, Mr. Edgar Joseph",0
"Middleton, Mr. Alfred Pirrie",0
"Middleton, Mr. Mark Victor",0
"Mihoff, Mr. Stoytcho",0
"Miles, Mr. Frank",0
"Milford, Mr. George",0
"Millar, Mr. Robert",0
"Millar, Mr. Thomas",0
"Millet, Mr. Francis Davis",0
"Milling, Mr. Jacob Christian",0
"Minahan, Dr. William Edward",0
"Mineff, Mr. Ivan",0
"Minkoff, Mr. Lazar",0
"Mintram, Mr. William",0
"Mishellany, Mr. Abraham Mansoor",0
"Mitchell, Mr. Henry Michael",0
"Mitchell, Mr. Lorenzo (Lawrence) Horace",0
"Mitkoff, Mr. Mito",0
"Moen, Mr. Sigurd Hansen",0
"Molson, Mr. Harry Markland",0
"Monrós, Sr.. Joan Javier",0
"Monteverdi, Sig.. Giovanni",0
"Montvila, Fr. Juozas",0
"Moody, Mr. James Paul",0
"Moore, Mr. Alfred Ernest",0
"Moore, Mr. Clarence Bloomfield",0
"Moore, Mr. Leonard Charles",0
"Moore, Mr. Ralph",0
"Moores, Mr. Richard Henry",0
"Moran, Mr. Daniel James",0
"Moraweck, Dr. Ernest",0
"Morgan (bird), Mr. Charles Frederick",0
"Morgan, Mr. Arthur Herbert",0
"Morgan, Mr. Thomas A.",0
"Morley, Mr. Henry Samuel",0
"Morley, Mr. William",0
"Morris, Mr. Arthur",0
"Morris, Mr. William Edward",0
"Morrow, Mr. Thomas Rowan",0
"Moss, Mr. William",0
"Moutal, Mr. Rahamin Haim",0
"Moyes, Mr. William Young",0
"Mudd, Mr. Thomas Cupper",0
"Mullin, Miss. Mary  (_Lennon)",0
"Mullin, Mr. Thomas",0
"Murdlin, Mr. Joseph",0
"Murdoch, Mr. William McMaster",0
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",0
"Myles, Mr. Thomas Francis",0
"Mäenpää, Mr. Matti Alexanteri",0
"Mäkinen, Mr. Kalle Edvard",0
"Müller, Mr. Ludwig",0
"Naidenoff, Mr. Penko",0
"Nakhli, Mr. Toufik",0
"Nancarrow, Mr. William Henry",0
"Nankoff, Mr. Minko",0
"Nannini, Sig.. Francesco Luigi Arcangelo",0
"Nasr alma, Mr. Mustafa",0
"Nasser, Mr. Nicholas",0
"Nassr rizq, Mr. Saade",0
"Natsch, Mr. Charles",0
"Naughton, Miss. Hannah",0
"Navratil, Mr. Michel",0
"Nenkoff, Mr. Christo",0
"Nesson, Mr. Israel",0
"Nettleton, Mr. George Walter",0
"Newell, Mr. Arthur Webster",0
"Newman, Mr. Charles Thomas",0
"Nicholls, Mr. Joseph Charles",0
"Nicholls, Mr. Sidney",0
"Nichols, Mr. A.D.",0
"Nichols, Mr. Alfred William Stanley",0
"Nicholson, Mr. Arthur Ernest",0
"Nieminen, Miss. Manta Josefina",0
"Niklasson, Mr. Samuel",0
"Nilsson, Mr. August Ferdinand",0
"Nirva, Mr. Iisakki Antino Äijö",0
"Niven, Mr. John Brown",0
"Nofal, Mr. Mansouer",0
"Noon, Mr. John",0
"Norman, Mr. Robert Douglas",0
"Norris, Mr. James",0
"Noss, Mr. Bertram Arthur",0
"Nosworthy, Mr. Richard Cater",0
"Nysveen, Mr. Johan Hansen",0
"O'brien, Mr. Thomas",0
"O'brien, Mr. Timothy",0
"O'connell, Mr. Patrick Denis",0
"O'connor, Mr. Maurice",0
"O'connor, Mr. Patrick",0
"O'connor, Mr. Thomas Peter",0
"O'loughlin, Dr. William Francis Norman",0
"O'sullivan, Miss. Bridget Mary",0
"Olive, Mr. Charles",0
"Olive, Mr. Ernest Roskelly",0
"Olsen, Mr. Henry Margido",0
"Olsen, Mr. Karl Siegwart Andreas",0
"Olsen, Mr. Ole Martin",0
"Olsson, Miss. Elina",0
"Olsson, Mr. Nils Johan Göransson",0
"Olsvigen, Mr. Thor Anderson",0
"Oreskovic, Miss. Jelka",0
"Oreskovic, Miss. Marija",0
"Oreskovic, Mr. Luka",0
"Orpet, Mr. Walter Hayward",0
"Orr, Mr. J.",0
"Osborne, Mr. William Edward",0
"Ostby, Mr. Engelhart Cornelius",0
"Osén, Mr. Olaf Elon",0
"Otter, Mr. Richard",0
"Oviés y rodríguez, Mr. Servando José Florentino",0
"Owen, Mr. Lewis",0
"Pacey, Mr. Reginald lvan",0
"Pachera, Sig.. Jean Baptiste Stanislas",0
"Paice, Mr. Richard Charles John",0
"Pain, Dr. Alfred",0
"Painter, Mr. Charles",0
"Painter, Mr. Frank Frederick",0
"Paintin, Mr. James Arthur",0
"Palles, Mr. Thomas Henry Michael",0
"Panula, Master. Eino Viljam",0
"Panula, Master. Jaako Arnold",0
"Panula, Master. Juha Niilo",0
"Panula, Master. Urho Abraham",0
"Panula, Mr. Ernesti Arvid",0
"Panula, Mrs. Maija Emelia Abrahamintytar",0
"Parker, Mr. Clifford Richard",0
"Parkes, Mr. Francis",0
"Parr, Mr. William Henry Marsh",0
"Parsons, Mr. Edward",0
"Parsons, Mr. Frank Alfred",0
"Parsons, Mr. Richard Henry",0
"Partner, Mr. Austin",0
"Pasic, Mr. Jakob",0
"Patchett, Mr. George",0
"Pavlovic, Mr. Stefo",0
"Payne, Mr. Vivian Ponsonby",0
"Peacock, Master. Alfred Edward",0
"Peacock, Miss. Treasteall",0
"Peacock, Mrs. Edith",0
"Pearce, Mr. Alfred Emest",0
"Pearce, Mr. Ernest",0
"Pears, Mr. Thomas Clinton",0
"Pedersen, Mr. Olaf",0
"Pedrini, Sig.. Alessandro",0
"Peduzzi, Mr. Giuseppe",0
"Pekoniemi, Mr. Edvard",0
"Peltomäki, Mr. Nikolai Johannes",0
"Pengelly, Mr. Frederick William",0
"Pennal, Mr. Thomas Frederick Cohen",0
"Penny, Mr. William Farr",0
"Penrose, Mr. John Poole",0
"Peracchio, Sig.. Alberto",0
"Peracchio, Sig.. Sebastiano",0
"Perkin, Mr. John Henry",0
"Perkins, Mr. Laurence Alexander",0
"Pernot, Mr. René",0
"Perotti, Sig.. Alfonso",0
"Perren, Mr. William Charles",0
"Perriton, Mr. Hubert Prouse",0
"Perry, Mr. Henry Frederick",0
"Peruschitz, Fr. Josef",0
"Peters, Miss. Katie",0
"Petersen, Mr. Marius",0
"Petranec, Miss. Matilda",0
"Petroff, Mr. Nedialco",0
"Petroff, Mr. Pastcho",0
"Pettersson, Miss. Ellen Natalia",0
"Pettersson, Mr. Johan Emil",0
"Petty, Mr. Edwin Henry",0
"Peñasco y castellana, Mr. Victor",0
"Phillips, Mr. A. George",0
"Phillips, Mr. Escott Robert",0
"Phillips, Mr. John George",0
"Phillips, Mr. Walter John",0
"Piatti, Sig.. Louis",0
"Piazza, Sig.. Pompeo Gaspro",0
"Pitfield, Mr. William James",0
"Platt, Mr. Wilfred George",0
"Plotcharsky, Mr. Vasil",0
"Poggi, Sig.. Emilio",0
"Pokrnic, Mr. Mate",0
"Pokrnic, Mr. Tome",0
"Pond, Mr. George",0
"Ponesell, Mr. Martin",0
"Pook, Mr. Percy Robert",0
"Porter, Mr. Walter Chamberlain",0
"Porteus, Mr. Thomas Henry",0
"Preston, Mr. Thomas Charles Alfred",0
"Price, Mr. Ernest Cyril",0
"Prideaux, Mr. John Arthur (Jack)",0
"Proctor, Mr. Charles",0
"Proudfoot, Mr. Richard Royston",0
"Pryce, Mr. Charles William",0
"Pugh, Mr. Arthur Percy",0
"Pulbaum, Mr. Franz",0
"Pulner, Mr. Uscher",0
"Puzey, Mr. John Edward",0
"Pålsson, Master. Gösta Leonard",0
"Pålsson, Master. Paul Folke",0
"Pålsson, Miss. Stina Viola",0
"Pålsson, Miss. Torborg Danira",0
"Pålsson, Mrs. Alma Cornelia",0
"Radeff, Mr. Alexander",0
"Randall, Mr. Frank Henry",0
"Ransom, Mr. James Augustus",0
"Rasmussen, Mrs. Lena Jakobsen",0
"Rattenbury, Mr. William Henry",0
"Ratti, Sig.. Enrico",0
"Razi, Mr. Raihed",0
"Read, Mr. Joseph",0
"Reed, Mr. James George",0
"Reed, Mr. Thomas Charles Prowse",0
"Reeves, Mr. David",0
"Reeves, Mr. Frederick Simms",0
"Reid, Mr. Robert Thomas",0
"Rekic, Mr. Tido",0
"Renouf, Mr. Peter Henry",0
"Reuchlin, Mr. Jonkheer Johan George",0
"Revell, Mr. William James Francis",0
"Reynolds, Mr. Harold J.",0
"Ricaldone, Sig.. Rinaldo Renato",0
"Rice, Master. Albert",0
"Rice, Master. Arthur",0
"Rice, Master. Eric",0
"Rice, Master. Eugene Francis",0
"Rice, Master. George Hugh",0
"Rice, Mr. John Reginald",0
"Rice, Mr. Percy",0
"Rice, Mrs. Margaret",0
"Richard, Mr. Emile Phillippe",0
"Richards, Mr. Joseph James",0
"Rickman, Mr. George Albert",0
"Ricks, Mr. Cyril Gordon",0
"Ridout, Mr. Walter George",0
"Righini, Mr. Sante",0
"Rigozzi, Sig.. Abele",0
"Riihivuori, Miss. Susanna Juhantytär",0
"Rimmer, Mr. Gilbert",0
"Rintamäki, Mr. Matti",0
"Risien, Mr. Samuel Beard",0
"Risien, Mrs. Emma",0
"Robbins, Mr. Victor",0
"Roberton, Mr. George Edward",0
"Roberts, Mr. Frank John",0
"Roberts, Mr. Hugh H.",0
"Roberts, Mr. Robert George",0
"Robins, Mr. Alexander A.",0
"Robins, Mrs. Grace Charity",0
"Robinson, Mr. James William",0
"Roebling, Mr. Washington Augustus II",0
"Rogers, Mr. Edward James William",0
"Rogers, Mr. Michael",0
"Rogers, Mr. Reginald Harry",0
"Rogers, Mr. William John",0
"Rommetvedt, Mr. Knud Paust",0
"Rood, Mr. Hugh Roscoe",0
"Rosblom, Miss. Salli Helena",0
"Rosblom, Mr. Viktor Richard",0
"Rosblom, Mrs. Helena Wilhelmina",0
"Rosenshine, Mr. George",0
"Ross, Mr. John Hugo",0
"Rothschild, Mr. Martin",0
"Rotta, Sig.. Angelo Mario",0
"Rous, Mr. Arthur John",0
"Rouse, Mr. Richard Henry",0
"Rousseau, Mr. Pierre",0
"Rowe, Mr. Alfred G.",0
"Rowe, Mr. Edgar Maurice",0
"Rudd, Mr. Henry",0
"Rush, Mr. Alfred George John",0
"Russell, Mr. Boysie Richard",0
"Rutter, Mr. Sidney Frank",0
"Ryan, Mr. Patrick",0
"Ryan, Mr. Thomas",0
"Ryerson, Mr. Arthur Larned",0
"Saad, Mr. Amin",0
"Saad, Mr. Khalil",0
"Saccaggi, Sig.. Giovanni Giuseppe Emilio",0
"Sadlier, Mr. Matthew",0
"Sadowitz, Mr. Harry",0
"Sage, Master. Anthony William",0
"Sage, Master. Thomas Henry",0
"Sage, Miss. Constance Gladys",0
"Sage, Miss. Dorothy",0
"Sage, Miss. Elizabeth Ada",0
"Sage, Miss. Stella Anne",0
"Sage, Mr. Douglas Bullen",0
"Sage, Mr. Frederick",0
"Sage, Mr. George John",0
"Sage, Mr. John George",0
"Sage, Mrs. Annie Elizabeth",0
"Salander, Mr. Karl Johan",0
"Salonen, Mr. Johan Werner",0
"Salussolia, Sig.. Govanni",0
"Samaan, Mr. Elias",0
"Samaan, Mr. Hanna Elias",0
"Samaan, Mr. Youssef",0
"Samuel, Mr. Owen Wilmore",0
"Sangster, Mr. Charles Edward",0
"Sartori, Sig.. Lazar",0
"Saundercock, Mr. William Henry",0
"Saunders, Mr. D. E.",0
"Saunders, Mr. F.",0
"Saunders, Mr. W.",0
"Saunders, Mr. Walter Edward",0
"Sawyer, Mr. Frederick Charles",0
"Sawyer, Mr. Robert James",0
"Scanlan, Mr. James",0
"Scavino, Sig.. Candido",0
"Schmidt, Mr. August",0
"Scott, Mr. Archibald",0
"Scott, Mr. John",0
"Scovell, Mr. Robert",0
"Sdycoff, Mr. Todor",0
"Sedgwick, Mr. Charles Frederick Waddington",0
"Sedunary, Mr. Samuel Francis",0
"Self, Mr. Alfred Henry",0
"Seman, Master. Betros",0
"Sesia, Sig.. Giacomo",0
"Sharp, Mr. Percival",0
"Shaughnessy, Mr. Patrick",0
"Shaw, Mr. Henry",0
"Shea, Mr. John Joseph",0
"Shea, Mr. Thomas",0
"Shedid, Mr. Daher",0
"Shellard, Mr. Frederick William Blainey",0
"Shepherd, Mr. Jonathan",0
"Shihāb, Mr. Al-Amīr Fāris",0
"Shillabeer, Mr. Charles Frederick",0
"Shorney, Mr. Charles Joseph",0
"Siebert, Mr. Sidney Conrad",0
"Silvey, Mr. William Baird",0
"Simmons, Mr. Frederick Charles",0
"Simmons, Mr. John",0
"Simmons, Mr. William",0
"Simpson, Dr. John Edward",0
"Sirayanian, Mr. Orsen",0
"Sirota, Mr. Maurice",0
"Sivic, Mr. Husein",0
"Sivier, Mr. William",0
"Sivola, Mr. Antti Wilhelm",0
"Sjöstedt, Mr. Ernst Adolf",0
"Skeates, Mr. William",0
"Skinner, Mr. Edward",0
"Skoog, Master. Harald",0
"Skoog, Master. Karl Thorsten",0
"Skoog, Miss. Mabel",0
"Skoog, Miss. Margit Elizabeth",0
"Skoog, Mr. Wilhelm (""William Johansson"")",0
"Skoog, Mrs. Anna Bernhardina",0
"Slabenoff, Mr. Petco",0
"Slemen, Mr. Richard James",0
"Slight, Mr. Harry John",0
"Slight, Mr. William Henry James",0
"Sloan, Mr. Peter",0
"Slocovski, Mr. Selman Francis",0
"Small, Mr. William",0
"Smart, Mr. John Montgomery",0
"Smiljanic, Mr. Mile",0
"Smillie, Mr. John",0
"Smith, Captain. Edward John",0
"Smith, Mr. Charles",0
"Smith, Mr. Charles Edwin",0
"Smith, Mr. Emest George",0
"Smith, Mr. F.",0
"Smith, Mr. James Clinch",0
"Smith, Mr. James Muil",0
"Smith, Mr. James William",0
"Smith, Mr. John Richard Jago",0
"Smith, Mr. Lucian Philip",0
"Smith, Mr. Reginald George",0
"Smith, Mr. Richard William",0
"Smith, Mr. William",0
"Smither, Mr. Harry John",0
"Smyth, Mr. Thomas",0
"Snape, Mrs. Lucy Violet",0
"Snellgrove, Mr. George",0
"Snooks, Mr. W.",0
"Sobey, Mr. Samuel James Hayden",0
"Somerton, Mr. Francis William",0
"Spector, Mr. Woolf",0
"Spencer, Mr. William Augustus",0
"Spinner, Mr. Henry John",0
"Stagg, Mr. John Henry",0
"Stanbrook, Mr. Augustus George",0
"Staneff, Mr. Ivan",0
"Stankovic, Mr. Ivan",0
"Stanley, Mr. Edward Roland",0
"Stanton, Mr. Samuel Ward",0
"Stead, Mr. William Thomas",0
"Stebbings, Mr. Sydney Frederick",0
"Steel, Mr. Robert Edward",0
"Stewart, Mr. Albert Ankeny",0
"Stocker, Mr. Henry Dorey",0
"Stokes, Mr. Philip Joseph",0
"Stone, Mr. Edmund",0
"Stone, Mr. Edward Thomas",0
"Storey, Mr. Thomas",0
"Stoytcheff, Mr. Ilia",0
"Strandberg, Miss. Ida Sofia",0
"Straus, Mr. Isidor",0
"Straus, Mrs. Rosalie Ida",0
"Strilic, Mr. Ivan",0
"Stroud, Mr. Edward Alfred Orlando",0
"Stroud, Mr. Harry John",0
"Strugnell, Mr. John Herbert",0
"Ström, Miss. Telma Matilda",0
"Ström, Mrs. Elna Matilda",0
"Stubbings, Mr. Harry Robert",0
"Stubbs, Mr. James Henry",0
"Sullivan, Mr. S.",0
"Sutehall, Mr. Henry Jr",0
"Sutton, Mr. Frederick",0
"Svensson, Mr. Johan",0
"Svensson, Mr. Olof",0
"Swan, Mr. William",0
"Swane, Mr. George",0
"Sweet, Mr. George Frederick",0
"Symonds, Mr. John Crane",0
"Sæther, Mr. Simon Sivertsen",0
"Søholt, Mr. Peter Andreas Lauritz Andersen",0
"Talbot, Mr. George Frederick Charles",0
"Tamlyn, Mr. Frederick",0
"Taussig, Mr. Emil",0
"Taylor, Mr. Bernard Cuthbert",0
"Taylor, Mr. C.",0
"Taylor, Mr. J.",0
"Taylor, Mr. John Henry",0
"Taylor, Mr. Leonard",0
"Taylor, Mr. Percy Cornelius",0
"Taylor, Mr. William John",0
"Terrell, Mr. Bertram",0
"Testoni, Sig.. Ercole",0
"Teuton, Mr. Thomas Moore",0
"Thaler, Mr. Montague Donald",0
"Thayer, Mr. John Borland",0
"Theobald, Mr. Thomas Leonard",0
"Thomas, Mr. Charles R'ad.",0
"Thomas, Mr. Joseph Wakefield",0
"Thomas/tannous, Mr. John",0
"Thomas/tannous, Mr. Tannous",0
"Thompson, Mr. Alexander Morrison",0
"Thompson, Mr. Herbert Henry",0
"Thorley, Mr. William",0
"Thorn, Mr. Harry",0
"Thorneycroft, Mr. Percival",0
"Tietz, Sig.. Carlo/Karl",0
"Tikkanen, Mr. Juho",0
"Tizard, Mr. Arthur Leopold",0
"Tobin, Mr. Roger",0
"Todoroff, Mr. Lalio",0
"Tomlin, Mr. Ernest Portage",0
"Topp, Mr. Thomas",0
"Torfa, Mr. Assad",0
"Toshack, Mr. James Adamson",0
"Totevski, Mr. Hristo Danchev",0
"Tozer, Mr. James",0
"Troupiansky, Mr. Moses Aaron",0
"Turcin, Mr. Stjepan",0
"Turley, Mr. Richard",0
"Turner, Mr. George Frederick",0
"Turner, Mr. Leopold Olerenshaw",0
"Turpin, Mr. William John",0
"Turpin, Mrs. Dorothy Ann",0
"Turvey, Mr. Charles Thomas",0
"Törber, Mr. Ernst Wilhelm",0
"Urbini, Sig.. Roberto",0
"Uruchurtu, Don.. Manuel Ramirez",0
"Valvassori, Sig.. Ettore Luigi",0
"Van billiard, Master. James William",0
"Van billiard, Master. Walter John",0
"Van billiard, Mr. Austin Blyler",0
"Van de velde, Mr. Johannes Josef",0
"Van den steen, Mr. Leo Peter",0
"Van der brugge, Mr. Wessel Adrianus",0
"Van der hoef, Mr. Wyckoff",0
"Van impe, Miss. Catharina",0
"Van impe, Mr. Jean Baptiste",0
"Van impe, Mrs. Rosalie Paula",0
"Van melckebeke, Mr. Philemon",0
"Vandercruyssen, Mr. Victor",0
"Vanderplancke, Miss. Augusta Maria",0
"Vanderplancke, Mr. Julius",0
"Vanderplancke, Mr. Leo Edmondus",0
"Vanderplancke, Mrs. Emelie Maria",0
"Vandewalle, Mr. Nestor Cyriel",0
"Veal, Mr. Arthur",0
"Veal, Mr. James",0
"Veal, Mr. Thomas Henry Edom",0
"Vear, Mr. Henry",0
"Vear, Mr. William",0
"Vendel, Mr. Olof Edvin",0
"Veström, Miss. Hulda Amanda Adolfina",0
"Vicat, Sig.. Alphonse Jean Eugene",0
"Villvarlange, Mr. Pierre Léon Gabriel",0
"Vine, Mr. Herbert Thomas Gordon",0
"Vioni, Sig.. Roberto",0
"Voegelin-dubach, Sig.. Johannes",0
"Vovk, Mr. Janko",0
"Waelens, Mr. Achille",0
"Wake, Mr. Percy",0
"Walker, Mr. William Anderson",0
"Wallis, Mrs. Catherine Jane",0
"Walpole, Mr. James",0
"Walsh, Miss. Catherine",0
"Ward, Mr. Arthur",0
"Ward, Mr. Edward",0
"Ward, Mr. James William",0
"Ward, Mr. Percy Thomas",0
"Wardner, Mr. Fred Albert",0
"Ware, Mr. Frederick",0
"Ware, Mr. John James",0
"Ware, Mr. William Jeffery",0
"Wareham, Mr. Robert Arthur",0
"Warren, Mr. Charles William",0
"Warren, Mr. Frank Manley",0
"Warwick, Mr. Tom",0
"Wateridge, Mr. Edward Lewis",0
"Watson, Mr. Ennis Hastings",0
"Watson, Mr. W.",0
"Watson, Mr. William Albert",0
"Watts, Mr. ",0
"Wazli, Mr. Yousif Ahmed",0
"Weatherston, Mr. Thomas Herbert",0
"Webb, Mr. Brooke Holding",0
"Webb, Mr. Samuel Francis",0
"Webber, Mr. Francis Albert",0
"Webber, Mr. James",0
"Weir, Colonel. John",0
"Weisz, Mr. Léopold",0
"Welch, Mr. William Harold",0
"West, Mr. Edwy Arthur",0
"Wheadon, Mr. Edward H.",0
"Wheeler, Mr. Edwin Charles",0
"White, Mr. Albert",0
"White, Mr. Arthur",0
"White, Mr. Edward Joseph",0
"White, Mr. Frank Leonard",0
"White, Mr. Leonard Lisle Oliver",0
"White, Mr. Percival Wayland",0
"White, Mr. Richard Frasar",0
"Whitford, Mr. Alfred Henry",0
"Wick, Mr. George Dennick",0
"Widegren, Mr. Carl / Charles Peter",0
"Widener, Mr. George Dunton",0
"Widener, Mr. Harry Elkins",0
"Wiklund, Mr. Jakob Alfred",0
"Wiklund, Mr. Karl Johan",0
"Wilde, Mr. Henry Tingle",0
"Willer, Mr. Aaron",0
"Willey, Mr. Edward",0
"Williams, Mr. Arthur John",0
"Williams, Mr. Charles Duane",0
"Williams, Mr. Fletcher Fellowes Lambert",0
"Williams, Mr. Howard Hugh ""Harry""",0
"Williams, Mr. Leslie",0
"Williams, Mr. Samuel Solomon",0
"Williamson, Mr. James Bertram",0
"Willis, Mr. William",0
"Willsher, Mr. William Aubrey",0
"Wilson, Mr. Herbert 'Bertie'",0
"Wilton, Mr. William Edward",0
"Windeløv, Mr. Einar",0
"Winser, Mr. Rowland",0
"Wirz, Mr. Albert",0
"Wiseman, Mr. Philippe",0
"Witcher, Mr. Albert Ernest",0
"Witt, Mr. Henry Dennis",0
"Wittevrongel, Mr. Camilius Aloysius",0
"Wittman, Mr. Henry",0
"Wood, Mr. Henry",0
"Wood, Mr. James Thomas",0
"Woodford, Mr. Frederick Ernest",0
"Woodward, Mr. John Wesley",0
"Woody, Mr. Oscar Scott",0
"Wormald, Mr. Henry Frederick Charles",0
"Worthman, Mr. William Henry",0
"Wrapson, Mr. Frederick Bernard",0
"Wright, Mr. Frederick",0
"Wright, Mr. George",0
"Wyeth, Mr. James Robert",0
"Yasbeck, Mr. Antoni",0
"Young, Mr. Francis James",0
"Yousseff (abi saab), Mr. Gerios",0
"Youssiff (sam'aan), Mr. Gerios",0
"Yvois, Miss. Henriette",0
"Zakarian, Mr. Mapriededer",0
"Zakarian, Mr. Ortin",0
"Zanetti, Sig.. Minio",0
"Zarracchi, Sig.. L.",0
"Zimmermann, Mr. Leo",0
"Ådahl, Mr. Mauritz Nils Martin",0
"Ödahl, Mr. Nils Martin",0
"Abbott, Mrs. Rhoda Mary 'Rosa'",1
"Abelseth, Miss. Karen Marie",1
"Abelseth, Mr. Olaus Jørgensen",1
"Abelson, Mrs. Hannah",1
"Abrahamsson, Mr. Abraham August Johannes",1
"Abrahim, Mrs. Mary Sophie Halaut",1
"Aks, Master. Frank Philip",1
"Aks, Mrs. Leah",1
"Albimona, Mr. Nassef Cassem",1
"Allen, Miss. Elisabeth Walton",1
"Allen, Mr. Ernest Frederick",1
"Allison, Master. Hudson Trevor",1
"Andersen-jensen, Miss. Carla Christine Nielsine",1
"Anderson, Mr. Harry",1
"Anderson, Mr. James",1
"Andersson, Miss. Erna Alexandra",1
